"stick_code","timestamp","battery","GPS_device","IMU","pressure","user"
"1234","1733498598414","61.80035400390625","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.353654846811466""},""longitude"":{""S"":""105.82175016403197""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.029999999329447746""},""y"":{""S"":""0.019999999552965164""},""z"":{""S"":""0.07000000029802322""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.03999999910593033""},""y"":{""S"":""0.03999999910593033""},""z"":{""S"":""-0.09000000357627869""}}}}","{""sensor_1"":{""S"":""20.200000762939453""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
"1234","1733498598400","61.900352478027344","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.353814703256134""},""longitude"":{""S"":""105.8219861984253""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.029999999329447746""},""y"":{""S"":""0.019999999552965164""},""z"":{""S"":""0.07000000029802322""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.03999999910593033""},""y"":{""S"":""0.03999999910593033""},""z"":{""S"":""-0.09000000357627869""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.600000381469727""}}","ropson2663"
"1234","1733498598388","61.900352478027344","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.353995593017935""},""longitude"":{""S"":""105.82217395305632""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.029999999329447746""},""y"":{""S"":""0.019999999552965164""},""z"":{""S"":""0.07000000029802322""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.009999999776482582""},""y"":{""S"":""-0.07999999821186066""},""z"":{""S"":""-0.029999999329447746""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.600000381469727""}}","ropson2663"
"1234","1733498597388","61.900352478027344","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.354147035261654""},""longitude"":{""S"":""105.82220077514648""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""0.07999999821186066""},""z"":{""S"":""0.009999999776482582""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.009999999776482582""},""y"":{""S"":""-0.07999999821186066""},""z"":{""S"":""-0.029999999329447746""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.600000381469727""}}","ropson2663"
"1234","1733498597387","62.00035095214844","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35441205842602""},""longitude"":{""S"":""105.82240998744965""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""0.07999999821186066""},""z"":{""S"":""0.009999999776482582""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.009999999776482582""},""y"":{""S"":""-0.07999999821186066""},""z"":{""S"":""-0.029999999329447746""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.600000381469727""}}","ropson2663"
"1234","1733498597385","62.00035095214844","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35463501367014""},""longitude"":{""S"":""105.82247972488403""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""0.07999999821186066""},""z"":{""S"":""0.009999999776482582""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.009999999776482582""},""y"":{""S"":""-0.07999999821186066""},""z"":{""S"":""-0.029999999329447746""}}}}","{""sensor_1"":{""S"":""19.799999237060547""},""sensor_2"":{""S"":""21.899999618530273""}}","ropson2663"
"1234","1733498597372","62.00035095214844","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35458453329764""},""longitude"":{""S"":""105.82247972488403""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""0.07999999821186066""},""z"":{""S"":""0.009999999776482582""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.009999999776482582""},""y"":{""S"":""-0.07999999821186066""},""z"":{""S"":""-0.029999999329447746""}}}}","{""sensor_1"":{""S"":""19.799999237060547""},""sensor_2"":{""S"":""21.899999618530273""}}","ropson2663"
"1234","1733498597364","62.00035095214844","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.354689700700646""},""longitude"":{""S"":""105.82244753837585""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""0.07999999821186066""},""z"":{""S"":""0.009999999776482582""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.05999999865889549""},""y"":{""S"":""-0.09000000357627869""},""z"":{""S"":""0.0""}}}}","{""sensor_1"":{""S"":""19.799999237060547""},""sensor_2"":{""S"":""21.899999618530273""}}","ropson2663"
"1234","1733498596376","62.10034942626953","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.354752801069154""},""longitude"":{""S"":""105.82223296165465""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.03999999910593033""},""y"":{""S"":""-0.07000000029802322""},""z"":{""S"":""-0.10000000149011612""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.05999999865889549""},""y"":{""S"":""-0.09000000357627869""},""z"":{""S"":""0.0""}}}}","{""sensor_1"":{""S"":""19.799999237060547""},""sensor_2"":{""S"":""21.899999618530273""}}","ropson2663"
"1234","1733498596372","62.10034942626953","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.354786454576505""},""longitude"":{""S"":""105.82217395305632""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.03999999910593033""},""y"":{""S"":""-0.07000000029802322""},""z"":{""S"":""-0.10000000149011612""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.05999999865889549""},""y"":{""S"":""-0.09000000357627869""},""z"":{""S"":""0.0""}}}}","{""sensor_1"":{""S"":""19.799999237060547""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
