"stick_code","timestamp","battery","GPS_device","IMU","pressure","user"
"1234","1733498593232","62.40034484863281","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35537118177025""},""longitude"":{""S"":""105.81928253173828""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.07999999821186066""},""y"":{""S"":""-0.10000000149011612""},""z"":{""S"":""-0.09000000357627869""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.07000000029802322""},""y"":{""S"":""-0.03999999910593033""},""z"":{""S"":""0.019999999552965164""}}}}","{""sensor_1"":{""S"":""20.200000762939453""},""sensor_2"":{""S"":""21.5""}}","ropson2663"
"1234","1733498592242","62.500343322753906","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35659951416488""},""longitude"":{""S"":""105.81884264945984""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.09000000357627869""},""y"":{""S"":""0.05999999865889549""},""z"":{""S"":""-0.03999999910593033""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.029999999329447746""},""y"":{""S"":""0.10000000149011612""},""z"":{""S"":""0.03999999910593033""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""22.100000381469727""}}","ropson2663"
"1234","1733498592239","62.500343322753906","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35629663961969""},""longitude"":{""S"":""105.81882119178772""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.09000000357627869""},""y"":{""S"":""0.05999999865889549""},""z"":{""S"":""-0.03999999910593033""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.07000000029802322""},""y"":{""S"":""-0.03999999910593033""},""z"":{""S"":""0.019999999552965164""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""22.100000381469727""}}","ropson2663"
"1234","1733498592234","62.40034484863281","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.3554721413832""},""longitude"":{""S"":""105.81927716732025""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.09000000357627869""},""y"":{""S"":""0.05999999865889549""},""z"":{""S"":""-0.03999999910593033""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.07000000029802322""},""y"":{""S"":""-0.03999999910593033""},""z"":{""S"":""0.019999999552965164""}}}}","{""sensor_1"":{""S"":""20.200000762939453""},""sensor_2"":{""S"":""21.5""}}","ropson2663"
"1234","1733498592203","62.500343322753906","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35553944771363""},""longitude"":{""S"":""105.8192503452301""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.09000000357627869""},""y"":{""S"":""0.05999999865889549""},""z"":{""S"":""-0.03999999910593033""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.07000000029802322""},""y"":{""S"":""-0.03999999910593033""},""z"":{""S"":""0.019999999552965164""}}}}","{""sensor_1"":{""S"":""20.200000762939453""},""sensor_2"":{""S"":""21.5""}}","ropson2663"
"1234","1733498592177","62.500343322753906","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.355775019377404""},""longitude"":{""S"":""105.81893920898438""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.09000000357627869""},""y"":{""S"":""0.05999999865889549""},""z"":{""S"":""-0.03999999910593033""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.07000000029802322""},""y"":{""S"":""-0.03999999910593033""},""z"":{""S"":""0.019999999552965164""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""22.100000381469727""}}","ropson2663"
"1234","1733498591151","62.600341796875","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35684349551598""},""longitude"":{""S"":""105.81877827644348""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.05999999865889549""},""y"":{""S"":""-0.029999999329447746""},""z"":{""S"":""0.09000000357627869""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.029999999329447746""},""y"":{""S"":""0.10000000149011612""},""z"":{""S"":""0.03999999910593033""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""22.100000381469727""}}","ropson2663"
"1234","1733498591150","62.600341796875","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35719684635994""},""longitude"":{""S"":""105.81876754760742""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.05999999865889549""},""y"":{""S"":""-0.029999999329447746""},""z"":{""S"":""0.09000000357627869""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.029999999329447746""},""y"":{""S"":""0.07999999821186066""},""z"":{""S"":""-0.05999999865889549""}}}}","{""sensor_1"":{""S"":""20.100000381469727""},""sensor_2"":{""S"":""21.899999618530273""}}","ropson2663"
"1234","1733498591145","62.600341796875","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35704541049513""},""longitude"":{""S"":""105.81864953041075""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.05999999865889549""},""y"":{""S"":""-0.029999999329447746""},""z"":{""S"":""0.09000000357627869""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.029999999329447746""},""y"":{""S"":""0.10000000149011612""},""z"":{""S"":""0.03999999910593033""}}}}","{""sensor_1"":{""S"":""20.100000381469727""},""sensor_2"":{""S"":""21.899999618530273""}}","ropson2663"
"1234","1733498591126","62.500343322753906","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.35670888521703""},""longitude"":{""S"":""105.81876754760742""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.05999999865889549""},""y"":{""S"":""-0.029999999329447746""},""z"":{""S"":""0.09000000357627869""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.029999999329447746""},""y"":{""S"":""0.10000000149011612""},""z"":{""S"":""0.03999999910593033""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""22.100000381469727""}}","ropson2663"
