"stick_code","timestamp","battery","GPS_device","IMU","pressure","user"
"1234","1733498722760","49.900535583496094","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.02731440939796""},""longitude"":{""S"":""105.8200979232788""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.07999999821186066""},""y"":{""S"":""-0.009999999776482582""},""z"":{""S"":""-0.09000000357627869""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""0.05000000074505806""},""z"":{""S"":""0.10000000149011612""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
"1234","1733498722757","49.900535583496094","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.02682423303722""},""longitude"":{""S"":""105.8203661441803""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.07999999821186066""},""y"":{""S"":""-0.009999999776482582""},""z"":{""S"":""-0.09000000357627869""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.10000000149011612""},""y"":{""S"":""0.019999999552965164""},""z"":{""S"":""-0.09000000357627869""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
"1234","1733498721842","50.00053405761719","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.02796093009966""},""longitude"":{""S"":""105.81958293914795""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.05000000074505806""},""y"":{""S"":""-0.05999999865889549""},""z"":{""S"":""-0.05000000074505806""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""0.05000000074505806""},""z"":{""S"":""0.10000000149011612""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
"1234","1733498721841","50.00053405761719","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.02879759547966""},""longitude"":{""S"":""105.81903576850891""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.05000000074505806""},""y"":{""S"":""-0.05999999865889549""},""z"":{""S"":""-0.05000000074505806""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""0.05000000074505806""},""z"":{""S"":""0.10000000149011612""}}}}","{""sensor_1"":{""S"":""20.299999237060547""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
"1234","1733498721840","50.00053405761719","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.02920958628452""},""longitude"":{""S"":""105.81874072551727""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.05000000074505806""},""y"":{""S"":""-0.05999999865889549""},""z"":{""S"":""-0.05000000074505806""}}},""gyroscope"":{""M"":{""x"":{""S"":""0.029999999329447746""},""y"":{""S"":""-0.07000000029802322""},""z"":{""S"":""0.029999999329447746""}}}}","{""sensor_1"":{""S"":""20.299999237060547""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
"1234","1733498721834","50.00053405761719","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.02845532443365""},""longitude"":{""S"":""105.819234251976""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.05000000074505806""},""y"":{""S"":""-0.05999999865889549""},""z"":{""S"":""-0.05000000074505806""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""0.05000000074505806""},""z"":{""S"":""0.10000000149011612""}}}}","{""sensor_1"":{""S"":""20.299999237060547""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
"1234","1733498721829","49.900535583496094","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.02759541419479""},""longitude"":{""S"":""105.81989139318466""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.05000000074505806""},""y"":{""S"":""-0.05999999865889549""},""z"":{""S"":""-0.05000000074505806""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""0.05000000074505806""},""z"":{""S"":""0.10000000149011612""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
"1234","1733498720631","50.10053253173828","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.03024060952886""},""longitude"":{""S"":""105.81778585910797""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.05000000074505806""},""y"":{""S"":""-0.07999999821186066""},""z"":{""S"":""0.05999999865889549""}}},""gyroscope"":{""M"":{""x"":{""S"":""0.029999999329447746""},""y"":{""S"":""-0.07000000029802322""},""z"":{""S"":""0.029999999329447746""}}}}","{""sensor_1"":{""S"":""20.200000762939453""},""sensor_2"":{""S"":""22.299999237060547""}}","ropson2663"
"1234","1733498720626","50.10053253173828","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.03005046289067""},""longitude"":{""S"":""105.81812918186188""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.05000000074505806""},""y"":{""S"":""-0.07999999821186066""},""z"":{""S"":""0.05999999865889549""}}},""gyroscope"":{""M"":{""x"":{""S"":""0.029999999329447746""},""y"":{""S"":""-0.07000000029802322""},""z"":{""S"":""0.029999999329447746""}}}}","{""sensor_1"":{""S"":""20.299999237060547""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
"1234","1733498720625","50.10053253173828","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.03075189026376""},""longitude"":{""S"":""105.81718504428864""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.05000000074505806""},""y"":{""S"":""-0.07999999821186066""},""z"":{""S"":""0.05999999865889549""}}},""gyroscope"":{""M"":{""x"":{""S"":""0.07999999821186066""},""y"":{""S"":""0.07000000029802322""},""z"":{""S"":""-0.09000000357627869""}}}}","{""sensor_1"":{""S"":""20.200000762939453""},""sensor_2"":{""S"":""22.299999237060547""}}","ropson2663"
"1234","1733498720623","50.00053405761719","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.02977158026188""},""longitude"":{""S"":""105.81837594509125""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.05000000074505806""},""y"":{""S"":""-0.07999999821186066""},""z"":{""S"":""0.05999999865889549""}}},""gyroscope"":{""M"":{""x"":{""S"":""0.029999999329447746""},""y"":{""S"":""-0.07000000029802322""},""z"":{""S"":""0.029999999329447746""}}}}","{""sensor_1"":{""S"":""20.299999237060547""},""sensor_2"":{""S"":""21.799999237060547""}}","ropson2663"
"1234","1733498720622","50.10053253173828","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.03052582856074""},""longitude"":{""S"":""105.81741571426392""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.05000000074505806""},""y"":{""S"":""-0.07999999821186066""},""z"":{""S"":""0.05999999865889549""}}},""gyroscope"":{""M"":{""x"":{""S"":""0.029999999329447746""},""y"":{""S"":""-0.07000000029802322""},""z"":{""S"":""0.029999999329447746""}}}}","{""sensor_1"":{""S"":""20.200000762939453""},""sensor_2"":{""S"":""22.299999237060547""}}","ropson2663"
"1234","1733498719745","50.200531005859375","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.03165190470579""},""longitude"":{""S"":""105.81670761108398""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.029999999329447746""},""y"":{""S"":""0.029999999329447746""},""z"":{""S"":""0.05000000074505806""}}},""gyroscope"":{""M"":{""x"":{""S"":""0.07999999821186066""},""y"":{""S"":""0.07000000029802322""},""z"":{""S"":""-0.09000000357627869""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.600000381469727""}}","ropson2663"
"1234","1733498719684","50.10053253173828","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.03114696838753""},""longitude"":{""S"":""105.81704556941986""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.029999999329447746""},""y"":{""S"":""0.029999999329447746""},""z"":{""S"":""0.05000000074505806""}}},""gyroscope"":{""M"":{""x"":{""S"":""0.07999999821186066""},""y"":{""S"":""0.07000000029802322""},""z"":{""S"":""-0.09000000357627869""}}}}","{""sensor_1"":{""S"":""20.200000762939453""},""sensor_2"":{""S"":""22.299999237060547""}}","ropson2663"
"1234","1733498719676","50.200531005859375","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.0314955649625""},""longitude"":{""S"":""105.81683635711669""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.029999999329447746""},""y"":{""S"":""0.029999999329447746""},""z"":{""S"":""0.05000000074505806""}}},""gyroscope"":{""M"":{""x"":{""S"":""0.07999999821186066""},""y"":{""S"":""0.07000000029802322""},""z"":{""S"":""-0.09000000357627869""}}}}","{""sensor_1"":{""S"":""20.200000762939453""},""sensor_2"":{""S"":""22.299999237060547""}}","ropson2663"
"1234","1733498719664","50.200531005859375","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.03205542871733""},""longitude"":{""S"":""105.81618458032608""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.029999999329447746""},""y"":{""S"":""0.029999999329447746""},""z"":{""S"":""0.05000000074505806""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.029999999329447746""},""y"":{""S"":""0.07000000029802322""},""z"":{""S"":""-0.009999999776482582""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.600000381469727""}}","ropson2663"
"1234","1733498719629","50.200531005859375","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.03188007562415""},""longitude"":{""S"":""105.81638842821121""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""0.029999999329447746""},""y"":{""S"":""0.029999999329447746""},""z"":{""S"":""0.05000000074505806""}}},""gyroscope"":{""M"":{""x"":{""S"":""0.07999999821186066""},""y"":{""S"":""0.07000000029802322""},""z"":{""S"":""-0.09000000357627869""}}}}","{""sensor_1"":{""S"":""20.0""},""sensor_2"":{""S"":""21.600000381469727""}}","ropson2663"
"1234","1733498718693","50.30052947998047","{""altitude"":{""S"":""15.3""},""latitude"":{""S"":""38.03316035481691""},""longitude"":{""S"":""105.81511437892914""}}","{""magnetometer"":{""M"":{""x"":{""S"":""30.0""},""y"":{""S"":""-15.0""},""z"":{""S"":""42.0""}}},""accelerometer"":{""M"":{""x"":{""S"":""-0.05000000074505806""},""y"":{""S"":""-0.09000000357627869""},""z"":{""S"":""-0.07999999821186066""}}},""gyroscope"":{""M"":{""x"":{""S"":""-0.029999999329447746""},""y"":{""S"":""0.07000000029802322""},""z"":{""S"":""-0.009999999776482582""}}}}","{""sensor_1"":{""S"":""20.399999618530273""},""sensor_2"":{""S"":""22.100000381469727""}}","ropson2663"
